G10	G7
1.0883693	0.9728122
0.8238421	0.9522202
0.9283634	1.0861518
1.0105113	0.9022674
1.1245178	1.0818513
0.9210648	1.1052428
0.9864648	0.9831676
1.1349784	1.2112619
1.0164732	0.8869003
0.9225462	0.9328256
0.9803184	1.1220934
1.0853485	0.0000000
0.9808319	0.0866008
0.9922643	0.1947039
1.0382184	0.3664077
0.9755046	0.3742093
1.0316051	0.4879144
1.0085318	0.6404909
1.0906752	0.6195201
0.9677129	0.7231438
1.0610880	0.8577855
0.8826271	1.0708151
1.0117206	1.0930759
0.8528616	1.1263179
1.0617318	0.9938208
1.0454243	0.9567754
1.1152725	0.9367983
0.8942983	1.0756882
1.1286752	0.8222261
0.8834839	0.8979343
1.0299350	0.9533399
0.9884457	1.0739631
1.0892722	0.0000000
0.9712660	0.0699422
1.0351204	0.2859480
1.0235826	0.3406317
0.9642768	0.4373089
1.0280573	0.5041552
0.9224283	0.5213340
1.1828302	0.6204232
0.9841219	0.7861402
1.1078420	1.0196994
1.1064462	1.0977295
1.0176894	1.0797211
1.1139965	1.2395037
0.9415779	0.9625772
0.8810918	1.0502606
0.9615298	1.1003512
1.0272113	1.0772217
0.8776137	0.9655299
1.0353902	1.1657133
1.0353596	1.0052445
0.8158636	1.0080075
1.0587917	0.0000000
1.2003978	0.1018876
1.0391821	0.2200493
0.8994413	0.3706371
1.0436988	0.3044353
1.0459718	0.5025354
0.8728349	0.6297088
0.9081352	0.7799723
1.0085457	0.6543443
1.0607358	0.9013157
0.9134640	0.9454511
0.8999363	1.1220769
1.0710843	1.0673580
0.8830308	1.0875036
1.0670988	0.9720421
1.2073034	0.9685551
1.0348016	1.0319677
1.0118980	0.9791475
1.2271913	1.1462519
0.9193769	1.0437464
0.9540572	0.9813002
0.9960649	0.0000000
1.1285391	0.1044152
1.1064919	0.1927408
1.1037151	0.3028033
1.1584802	0.3556239
1.0352459	0.5028331
0.8250855	0.5882294
0.9150663	0.6678774
1.1623032	0.7551743
1.0453882	0.8964348
1.0604697	1.0615504
0.9801617	1.1490682
1.0357584	1.1013816
0.9671607	1.0005336
1.1673280	1.1364083
1.0014122	1.0916378
0.9612769	1.0607026
0.9224755	0.8877898
1.0585429	1.0823322
1.0193590	0.9755777
0.9362223	1.1007115
1.0464844	0.0000000
0.9601598	0.0557954
1.1019400	0.1831997
1.0491864	0.2762221
0.8363684	0.4681654
0.9590444	0.4846521
0.9127896	0.6728680
1.0977224	0.6291309
1.0535160	0.7955649
1.1120637	0.9543106
1.0840271	0.9524943
1.0881570	0.8936086
0.8722724	1.1688926
0.8591318	1.0154232
1.1635829	0.9904515
0.9403638	0.9833128
1.0576189	0.8656109
1.1256066	1.0731617
1.0716359	1.0488447
0.9835870	0.8896064
1.1106343	1.0255664
0.9148200	0.0000000
1.0727740	0.0965116
1.0150789	0.2019202
1.0029393	0.2472157
0.9549290	0.4744749
0.9757796	0.5099679
0.9925080	0.6138980
1.0774784	0.6849891
1.1010027	0.7370179
0.9393523	1.0382420
0.8573295	0.8616315
1.0399777	0.9640659
1.0439338	1.0941427
1.0091455	0.9766121
0.9469620	1.0085970
0.9798012	1.0608643
1.0028672	0.9872224
1.0531740	0.9954908
1.0683986	0.9961951
0.9013407	0.8690987
0.9829303	0.9808637
0.9586114	0.0000000
1.1684639	0.0965039
0.8581043	0.1851446
1.0162006	0.2459852
0.9509318	0.3648851
1.0992853	0.4837827
0.7762884	0.4914259
0.9215345	0.6619293
0.9252191	0.7837898
1.0327501	0.8905988
0.8985821	0.9356007
1.0391132	1.0871508
1.1993953	1.1240552
0.9843605	1.0618661
0.9926315	1.1190363
1.0364074	0.9294135
0.9129715	1.0067003
1.1438285	0.9982424
0.9973432	0.9939334
0.9270491	1.1477255
0.7942834	0.8861668
0.0000000	0.0000000
0.0000000	0.0815570
0.0000000	0.2197177
0.0000000	0.3427099
0.0000000	0.3987310
0.0000000	0.4606604
0.0000000	0.5707377
0.0000000	0.8038421
0.0000000	0.7510960
0.0000000	0.9918799
0.0000000	1.0096161
0.0000000	0.9920693
0.0000000	1.1143132
0.0000000	1.0374309
0.0000000	0.9869519
0.0000000	1.0930669
0.0000000	0.9950468
0.0000000	0.9947276
0.0000000	1.0032468
0.0000000	1.1212557
0.0000000	0.9218648
0.0640869	0.0000000
0.0861426	0.0725524
0.1278008	0.2086375
0.0928671	0.2625533
0.0948404	0.3981094
0.1067305	0.4817533
0.1305586	0.5375531
0.0926336	0.8267852
0.1482441	0.8752215
0.0964890	0.8993484
0.0643188	1.0684951
0.1200391	0.9255711
0.1142200	0.9884014
0.0788623	1.0445643
0.0904971	0.9683907
0.0884509	1.0920312
0.0867010	1.0402024
0.1381707	1.0584371
0.1306608	0.9660406
0.1203643	1.0162331
0.1085357	0.9709852
0.3351117	0.0000000
0.2479414	0.0863805
0.2282492	0.1651712
0.1523174	0.3348464
0.1607331	0.4518841
0.2293339	0.5144329
0.1710213	0.4098579
0.1842551	0.6873984
0.1703269	0.8971104
0.2006664	0.7298372
0.2094506	1.0142807
0.1953244	0.9533921
0.1616886	0.9347710
0.1939507	0.9792413
0.1522411	1.1144826
0.1790879	0.9486697
0.2733877	0.9221503
0.2212406	1.0966690
0.1836222	0.9963694
0.1660307	0.9199263
0.1532349	1.1407722
0.2675326	0.0000000
0.4325248	0.0967592
0.2216353	0.2399796
0.3193455	0.2661559
0.2523483	0.3513508
0.3249784	0.4806410
0.2519176	0.6688054
0.3865925	0.6407040
0.3120397	0.7801153
0.3365335	0.9951799
0.2489269	1.0474721
0.3567844	0.9540381
0.3890910	1.0518946
0.2949141	1.0755129
0.2588387	1.0630028
0.3217194	0.9904432
0.2778181	1.0446599
0.2710384	1.0288503
0.2897048	0.8853728
0.2671722	1.0184367
0.2921094	1.0784911
0.3513601	0.0000000
0.4040542	0.0882343
0.3519622	0.2146150
0.3556836	0.2642155
0.2981739	0.4256788
0.2880787	0.4636997
0.3360133	0.6583905
0.3676949	0.6355048
0.4365412	0.7002093
0.4905055	0.8784630
0.4338773	1.1481964
0.3802289	0.9580754
0.3803286	1.0632308
0.4083462	0.9946380
0.4575973	1.0766258
0.2820789	0.9485635
0.4314887	0.9790626
0.3555696	1.0435628
0.4377853	0.9703291
0.3950173	1.1311208
0.3483604	0.9052793
0.4835624	0.0000000
0.4992218	0.0883854
0.3872335	0.1709382
0.5501006	0.3014250
0.4433056	0.4562438
0.4979163	0.5332910
0.5915586	0.6159386
0.4810130	0.7307802
0.3941462	0.8676664
0.5979342	0.9041260
0.4275408	1.0467822
0.6545877	1.0870743
0.5115222	1.0199350
0.5204027	1.0421304
0.5168297	1.0798808
0.4832708	1.0429321
0.5201641	1.0375635
0.4911034	0.9890011
0.5091983	0.9641418
0.4963263	1.0802724
0.4697247	0.9405255
0.6509482	0.0000000
0.5710809	0.1007745
0.5030690	0.1741238
0.6557099	0.3316498
0.4954884	0.4339669
0.5406213	0.5461871
0.6369707	0.5220662
0.5801785	0.7474459
0.5806834	0.9459385
0.5691642	0.8096462
0.6903003	0.8126865
0.5367742	1.0029544
0.6611098	0.9921387
0.5724711	0.9045931
0.5490846	0.9549050
0.5676049	0.9381135
0.5865640	1.0540052
0.5784268	1.0538815
0.7642593	0.9490651
0.6034467	0.9085115
0.4803915	0.8609236
0.6871360	0.0000000
0.7348002	0.0960523
0.6784672	0.2312645
0.7073394	0.3404827
0.6672580	0.3184763
0.7345189	0.5472711
0.7040273	0.7076593
0.7482524	0.6272103
0.7172055	0.7448291
0.7444972	0.9161692
0.7166013	0.9496148
0.7358298	1.0930813
0.6951808	1.1055602
0.5540104	1.1435887
0.6180573	1.0502524
0.6884921	1.1865274
0.7012063	1.0397142
0.6453523	1.0112266
0.7098282	1.1498947
0.7442269	0.9608714
0.7617383	1.1821016
0.8782941	0.0000000
0.8038804	0.1222593
0.7588259	0.1410476
0.7899569	0.3392207
0.9227244	0.4903108
0.7184797	0.4228307
0.8862739	0.6070043
0.7010274	0.6545315
0.7970806	0.6895946
0.7571732	0.9219157
0.9104840	0.9151877
0.6776150	1.1895907
0.8622497	1.0876465
0.8919579	0.9618922
0.8160129	0.8930424
0.7912800	1.0506550
0.9283455	0.8413465
0.9036853	0.9248301
0.8994047	1.0203289
0.7415470	1.1164635
0.7530489	1.0650373
0.9324095	0.0000000
1.0278574	0.0646277
0.8618923	0.2604991
0.8432812	0.2761809
1.0098579	0.3969862
0.8746147	0.5196999
0.9208339	0.5233086
0.9859298	0.7182453
0.7939898	0.7948869
0.8042346	1.0019826
0.9184192	0.9837107
0.8782191	0.9458351
0.9849658	1.1506071
0.9686214	1.0128476
0.7008006	1.0248207
0.9298679	0.9026461
0.8215220	1.0808228
0.9168524	0.8230084
0.8429776	1.0073664
0.8806732	0.9548829
0.7974846	1.1259234
0.9410991	0.0000000
1.2061794	0.1069893
1.0712742	0.2000347
1.0505977	0.2797888
1.0693064	0.4708602
0.9907249	0.5578445
1.0579405	0.5117857
0.9988975	0.6018987
1.0095450	0.7765019
0.9445327	1.0019235
0.9805671	1.0050193
0.9730851	1.0722583
0.9356091	1.0363117
1.0023620	0.8521882
0.9328697	0.8729057
0.9303981	1.1109843
1.0742960	1.0164316
1.0058120	0.8872120
0.9253536	1.0934179
0.9598987	0.9493187
0.9500272	1.0396177
0.9493033	0.0000000
1.0371481	0.0758307
1.0110633	0.1888895
0.9670329	0.3031866
1.0443378	0.4337681
0.9096138	0.4811585
0.9425038	0.6441301
1.0919431	0.6627641
1.0890502	0.7184443
0.8881514	0.9254884
1.0726880	0.9629055
0.9517060	1.0101796
1.0225032	0.8470054
1.2526555	0.7951217
0.9519910	1.0074231
1.0586411	1.0696718
0.8947642	0.9955207
0.9501306	0.9422463
1.0973781	0.9559933
0.8477835	1.0552944
1.0701398	0.9425005
0.9948362	0.0000000
1.1693329	0.0907988
1.1183172	0.1853916
1.0760862	0.2596715
0.9506082	0.4501475
0.9589714	0.4888434
0.9460660	0.5858222
0.9531986	0.7059407
1.1021133	0.8476933
1.1627800	0.9520790
1.0105079	1.0482749
0.8869221	1.0186243
1.0024590	0.9371682
0.9472932	1.0008512
1.0590836	1.0647745
1.0104295	0.7488258
1.0159100	0.9016471
0.9807530	1.0275030
0.8479888	0.9742824
0.9706737	0.9865973
1.0048500	1.0744832
1.0679115	0.0000000
0.9588589	0.0933442
1.1807790	0.2261881
0.9522499	0.2831082
1.1445337	0.4296829
0.9593523	0.4990253
0.9749019	0.6103930
1.0020482	0.7669093
1.0789657	0.7145313
1.0455873	0.7449613
0.9985770	0.9430231
0.9095941	1.0984019
1.1776186	1.0069968
1.0097093	0.9033632
0.9528836	0.9383086
1.1073155	0.9978634
1.0280118	0.9804433
1.0789977	1.0182452
0.9362364	1.1654221
0.9505896	0.9942204
1.0272926	0.9206304
0.9223622	0.0000000
1.1800209	0.0723831
1.1596406	0.2293809
0.9837164	0.3467151
0.9134493	0.3567667
0.7762022	0.4567036
0.9437924	0.5828956
0.9577842	0.7226946
1.0840541	0.7046387
1.0494661	0.9265226
0.9970359	0.9748465
0.9904794	0.8818452
1.0368639	1.1434064
0.9108307	0.9833218
0.9927095	0.9828790
0.9700705	1.0261966
1.0467553	0.9635106
1.0296868	0.9577570
0.9438869	0.9985658
0.9077895	1.0116130
0.9840115	0.9265514
0.9423958	0.0000000
1.0188634	0.0915447
0.9826295	0.1960465
0.9654712	0.4641787
0.9034443	0.4029059
0.9423602	0.5527644
1.0153916	0.6048151
1.0584398	0.6953037
0.9667711	0.8590329
1.0536036	0.9563173
0.9096393	0.9967059
1.0535207	0.9600675
0.9763373	1.0463814
1.1279554	0.9176858
1.0774036	0.8965905
1.0522342	1.0917489
1.1685295	1.1073051
1.1531700	1.0040091
1.2329151	0.9715308
0.9280341	1.1074653
0.9868522	1.1693855
1.1326808	0.0000000
1.0452131	0.0870643
0.9878601	0.1569981
1.0047140	0.3464542
1.1378328	0.3767845
0.9907265	0.4781124
1.0042777	0.5770903
0.9818062	0.6650018
1.0482500	0.7461463
1.1068044	1.0187663
0.9447484	0.9398519
0.9875549	0.9495039
1.0431210	1.0286023
0.9102042	1.0115439
1.1199121	0.8561499
1.1061675	1.0884485
1.0207047	0.9231483
1.1158009	0.9117459
0.9814315	1.0219923
0.9468519	0.9590376
1.0523514	1.0672566
0.8527115	0.0000000
0.9108712	0.0890043
1.0501312	0.1710930
0.9005819	0.3312018
0.8874509	0.4072557
0.9809943	0.6489902
0.9739287	0.5948571
0.9064252	0.6477859
0.8320483	0.8471673
1.0128024	1.0793376
0.8192176	0.8878995
0.9174834	0.9914284
1.0320195	0.9703991
1.0518046	1.0873003
1.2381377	1.0445917
0.8662513	1.0124335
0.9958739	1.1064576
1.0148051	1.2485609
1.0027217	0.9774956
1.1665625	0.9486958
1.0221209	0.9772552
0.9839749	0.0000000
0.9877514	0.0622592
0.8997062	0.1431474
1.0481917	0.3453685
0.9855981	0.4344758
1.0865936	0.6664181
1.0400377	0.5598985
1.0036363	0.7946989
0.9864322	0.7714585
0.9399376	0.8971307
1.0363771	0.9730873
1.0120946	1.1058418
1.0836437	0.9663531
1.0209799	1.1789432
1.0291693	1.1180780
0.8979633	0.8701979
1.1028804	1.0909075
1.0281843	1.0125665
0.8948370	0.9490705
1.0231749	1.2274363
0.9538638	1.0871120
0.9354721	0.0000000
1.0833978	0.0845676
0.9978408	0.2082873
1.0535646	0.3569794
0.8243461	0.4218712
1.0482067	0.4501787
0.9642653	0.6241433
1.0477700	0.6119884
1.0668248	0.9419960
0.9104205	0.8336533
1.1171528	1.0043016
0.9190256	1.0607044
0.9483874	1.0578876
1.0273259	1.0869031
1.0344543	0.9728028
1.0004854	1.0001765
0.9753887	0.8821238
0.9331848	0.9545965
0.9836644	1.0095304
1.0317067	0.9666422
0.8905121	1.0148162
0.8875440	0.0000000
1.0002026	0.1262923
1.0387469	0.1639572
0.9677801	0.3531723
0.8440480	0.4402959
0.9968850	0.4217434
0.9951449	0.5666378
1.0281391	0.6901585
1.0984998	0.7956072
1.0377264	0.8269318
1.0248561	0.9656783
0.9702677	1.0335665
0.9875181	0.9605302
0.9378762	0.9121674
0.9854304	1.0699051
1.2997956	0.9618371
1.1363565	1.0974639
1.0240753	1.0446751
1.0182500	0.9968229
0.9962715	0.9263144
1.0274177	0.9877240
0.0000000	0.0000000
0.0000000	0.0898391
0.0000000	0.2016741
0.0000000	0.2633136
0.0000000	0.3323804
0.0000000	0.5019350
0.0000000	0.5465983
0.0000000	0.6921577
0.0000000	0.8050388
0.0000000	0.8251699
0.0000000	1.0127770
0.0000000	1.0050914
0.0000000	0.9778842
0.0000000	1.0881656
0.0000000	1.0209109
0.0000000	0.9662263
0.0000000	1.1091617
0.0000000	1.0514242
0.0000000	1.0489764
0.0000000	0.9965573
0.0000000	0.9953853
0.1154936	0.0000000
0.1204614	0.1196250
0.0955943	0.1817533
0.1162234	0.2711566
0.0894566	0.4049804
0.0683141	0.5528110
0.1024524	0.7256655
0.0663518	0.6348537
0.0793587	0.8097565
0.0924072	0.9236772
0.0851278	0.9589257
0.0756515	1.0551041
0.0863794	1.1415714
0.0933305	1.0577827
0.0990672	1.0023263
0.1019285	1.0167889
0.1055553	0.9205254
0.1111787	1.1763709
0.0804339	0.9818176
0.0626799	0.9164546
0.0882399	1.0977118
0.1537021	0.0000000
0.2106067	0.0745856
0.2146765	0.1553655
0.1825227	0.2952196
0.1696763	0.4285814
0.1515859	0.5005525
0.2059875	0.7221887
0.1626105	0.6655712
0.1731891	0.8852912
0.1677733	0.9599331
0.2152394	1.0347235
0.2508928	0.9157245
0.1749234	0.8433921
0.2432659	1.1620201
0.1623361	1.0954408
0.1839223	1.0785882
0.2266409	0.9630943
0.1840148	1.0348749
0.1467892	0.9852608
0.1833730	1.0491820
0.2691506	0.9634067
0.2810133	0.0000000
0.4888489	0.0752094
0.2524357	0.1843379
0.2946264	0.2773417
0.2191264	0.3740628
0.2748960	0.5872308
0.3328266	0.6362332
0.2553226	0.7172454
0.2275277	0.6573631
0.3238611	0.9142289
0.2959266	0.9105503
0.2692386	0.9694755
0.2504773	1.0409223
0.2328003	0.9357684
0.2843984	1.0910457
0.2747519	1.0307003
0.2786555	0.9856451
0.2893341	1.1327512
0.3474073	0.8981725
0.3108000	0.9886549
0.3535809	0.9563048
0.4246917	0.0000000
0.3856443	0.0712097
0.4846784	0.1895075
0.4081685	0.2488897
0.3679484	0.4932861
0.3153221	0.4833414
0.5273188	0.4415672
0.4505766	0.6782442
0.3178626	0.9146942
0.3629147	0.8878014
0.3500863	0.9224951
0.4091845	1.1777359
0.3568965	1.1240083
0.3230464	1.1106622
0.3999296	1.0434637
0.5353714	0.9259826
0.3688609	0.8827599
0.2958802	0.9430997
0.4408171	1.0026482
0.4317114	0.9856156
0.3424096	0.9342585
0.4867148	0.0000000
0.4397512	0.0847828
0.5418748	0.1986271
0.5247532	0.2849608
0.5362986	0.4162979
0.4551373	0.5808617
0.5048802	0.7381424
0.3837816	0.6683776
0.4996755	0.9313795
0.5409528	0.7879347
0.4303669	1.0750088
0.4758626	1.0572232
0.4580252	0.9938193
0.5199100	1.0109927
0.4134375	1.1428137
0.4609239	0.8515490
0.5084011	0.9521565
0.4884384	0.8673254
0.5252487	1.0204003
0.5678715	1.0460245
0.5167055	0.9863974
0.6795943	0.0000000
0.6244272	0.1757793
0.5162574	0.2070480
0.6141050	0.3973491
0.5282770	0.4271045
0.5588517	0.3797336
0.5308837	0.6043603
0.6333881	0.6927593
0.6659363	0.7920893
0.5066989	0.8957110
0.5660934	1.1083028
0.6405487	0.9008147
0.4798336	0.9068562
0.6028766	1.0953353
0.6043428	0.9762293
0.6822819	1.2613287
0.5456477	1.0999467
0.6291733	0.9345466
0.5498997	1.0036631
0.6453113	1.0187042
0.6075104	0.8443565
0.5901444	0.0000000
0.6569122	0.1135612
0.7947786	0.2133431
0.7389475	0.2962523
0.7245149	0.4575100
0.7012587	0.3997974
0.6630464	0.5977217
0.6889181	0.6202545
0.6770115	0.9180150
0.8786751	0.8536088
0.7354826	1.0335476
0.7843875	0.9107142
0.6831241	1.0628498
0.7871807	0.8479455
0.7244574	1.0365023
0.6415538	1.0029643
0.5874443	0.8634258
0.6967420	0.9538546
0.6769142	1.1349331
0.6739678	0.9316484
0.6938400	1.0710482
0.7440312	0.0000000
0.7142732	0.0940672
0.7228419	0.1816466
0.9590992	0.2960496
0.9159471	0.3952753
0.9384534	0.6802563
0.8322557	0.5579768
0.8101866	0.7074985
0.7231285	0.7972861
0.9393199	0.8678208
0.7850974	1.0246433
0.7518628	0.9723262
0.7331835	0.9184972
0.7711781	0.9815619
0.7050774	0.9450136
0.7397860	0.8303476
0.7409874	0.9855927
0.8687075	0.9240957
0.8090249	0.9921047
0.8123295	1.0775656
0.6892627	1.0057795
0.8773391	0.0000000
0.8959844	0.1039313
0.7867375	0.1993273
0.9359396	0.3097212
0.8593516	0.2998974
0.8713636	0.5374244
0.9335292	0.6340781
0.8604268	0.6347833
0.8657451	0.7445788
1.0769552	1.0638274
0.8051091	1.1301416
0.9172238	0.9537055
0.9662767	1.0105132
0.9230217	1.1626942
1.1062012	0.9376316
0.9141962	1.0627260
0.8662002	0.9792864
0.9249882	0.8309600
0.9938944	0.9963930
0.8605733	1.0286234
0.8349340	1.0653324
1.0217425	0.0000000
0.9129580	0.1157294
1.1455438	0.2558513
1.1169054	0.2922545
0.9997069	0.4348103
1.0542060	0.5413273
0.9562215	0.4081775
1.0405382	0.6514046
0.8801171	0.7992714
1.0275534	0.8195954
0.9218811	1.1441907
0.9622079	1.0352831
0.9891010	1.1793368
1.0278719	0.9425683
0.8341836	0.9831816
1.0600120	0.9554384
0.9286262	1.0248723
1.0762542	0.9946687
0.9755685	0.9490354
1.0575487	0.8810694
0.9549410	0.9483318
1.0220820	0.0000000
0.9964485	0.1004586
0.8629885	0.2178048
1.0109695	0.3513903
1.1077074	0.3821476
1.0474904	0.5757993
1.0272768	0.4638865
0.9870246	0.7552883
1.0161550	0.7873773
0.9657819	0.8465721
0.9604259	0.9827185
1.1477610	0.9828121
1.1628697	1.0169381
0.8924774	0.9968993
1.0853144	0.8440644
0.9637553	1.1236990
1.0331573	0.9568735
1.0232083	0.9839769
0.8644114	0.9984779
1.0605627	0.9574775
0.8851997	1.1263103
0.9726299	0.0000000
1.0705806	0.1297963
0.9133725	0.2093804
0.9777661	0.2713343
1.0718287	0.3900349
1.0018588	0.4268900
0.9494383	0.5199068
0.9072865	0.6701382
1.1036180	0.7389372
0.9574644	1.0277501
0.9669242	1.0412837
0.9359722	0.9736919
0.9239775	1.0571773
1.1845529	0.9093978
0.8856177	0.9051014
1.0249124	0.9281074
0.9517213	0.9243852
0.9930868	0.9226530
0.8771367	0.8660453
0.8315669	1.1276224
1.0486876	1.0149025
0.9935779	0.0000000
1.0120945	0.0951191
0.8888983	0.1459987
0.9933068	0.2101424
0.9904340	0.5178673
0.9410618	0.5398267
0.9420200	0.7282003
1.0783208	0.8266174
1.0273389	0.7448638
0.8967589	0.8343124
1.0656152	0.8756192
0.9473953	1.0243395
1.0331195	0.9439136
0.9822771	0.9331011
0.8187523	0.9755490
0.9328907	1.1043177
1.0297507	0.9303911
0.9021296	1.0178271
0.9415341	1.0569478
0.9938352	1.0563739
0.9836025	0.9496531
0.8548954	0.0000000
1.1686134	0.1332581
1.0733514	0.2027680
1.0197999	0.2733779
1.1135221	0.3911775
1.0983572	0.5562069
1.0853094	0.5908169
0.9703918	0.7424969
1.0378214	0.8236002
1.2205335	0.8702622
1.0359130	1.1292258
1.0121787	0.9446068
0.8719210	0.8719430
1.0352720	1.0233145
1.0756005	1.0741200
0.8812329	0.9827469
0.9485078	1.0068886
1.0427157	1.0027250
0.9595367	0.8854201
1.0935395	1.0927340
0.9409902	1.0425504
0.9456396	0.0000000
0.9696965	0.0982930
0.9780757	0.1477696
0.8584322	0.2512408
1.0472917	0.3613933
1.1037572	0.4754064
1.0699984	0.5674168
0.9676120	0.7124669
0.9002249	0.8344181
1.1177229	0.9203174
1.1112882	0.9763103
1.0650323	1.0243596
1.0851769	1.0716379
0.8638559	1.1931371
0.9847201	0.9987119
0.9505145	1.0544851
1.0774303	0.9451873
0.9722622	0.9371713
1.0134765	0.9463215
1.0793382	1.0677394
0.9534404	1.0408351
0.8702391	0.0000000
0.9440931	0.0631177
1.1137642	0.1962334
1.0121175	0.3360760
1.0847029	0.2902081
1.0514444	0.5040650
1.0473690	0.6771027
1.1036181	0.6810093
0.8805964	0.7483455
1.1044984	0.8814856
1.1119573	0.9248823
0.8463787	1.0260977
1.0336530	0.9797910
0.9961092	0.8541051
0.9779261	1.0436491
0.9405038	1.0952613
0.9791353	1.0362955
0.8005642	0.8367351
1.0350666	1.1745659
1.1159723	1.0766532
1.0356243	1.0852376
0.9496635	0.0000000
0.9997418	0.0922479
1.0667390	0.1938609
1.1681488	0.2418192
1.0299994	0.4633704
1.0525675	0.4812571
0.8800962	0.6289119
1.0682512	0.7218488
1.0518672	0.7763830
0.9336626	1.0367985
0.9372123	0.9672179
1.1375723	0.9742217
0.9697136	0.9975011
1.2368396	1.1939482
1.1142875	1.0052897
0.9807660	0.9730936
1.1197870	1.0480469
1.0795847	1.1256165
0.9822706	1.0876216
0.9555605	1.0196917
0.9652813	0.9333457
0.8853404	0.0000000
1.0847944	0.0766771
1.1742956	0.1838325
0.9394726	0.3313182
0.9297064	0.4800188
0.9915711	0.4699688
0.9493596	0.5435963
1.0387325	0.6532483
0.9685089	0.8521602
1.1543873	1.0139142
1.0308189	0.9836771
0.8645627	1.0519555
0.9547003	0.9189426
0.9331570	1.0728171
0.9565386	0.9855082
1.1146804	1.1272601
0.9681073	1.0042872
1.1598377	1.0479252
0.9926003	0.9101244
1.2198331	1.1012284
0.9628704	0.8813471
1.0197298	0.0000000
0.8849096	0.1040007
0.9853829	0.1818417
0.9710831	0.3295957
0.8806271	0.4197775
1.0521232	0.4604927
1.0928372	0.5773199
0.9397155	0.6958901
0.9624662	0.6874266
0.9834864	0.9066964
1.0856733	1.0674082
0.9475903	1.0571101
0.8045644	1.0817913
1.0821965	0.9561343
0.8335303	0.8770157
1.0970106	0.9582201
0.8584483	0.9953651
1.0598881	1.1088753
1.1819926	0.8866668
0.9391942	0.9673887
0.9525337	0.9265302
1.0308841	0.0000000
1.1202371	0.1093976
0.9899041	0.2509457
0.9651579	0.3022118
1.0752789	0.3633188
0.9327251	0.5219473
0.9545897	0.5611148
1.0062176	0.6638091
1.1363689	0.9847781
0.9837372	0.9097167
1.0816783	0.9380484
1.0088729	0.8389966
1.1279424	1.0165906
0.9088867	1.0862773
1.0474034	0.9763149
1.1062944	1.0017992
1.0988988	1.0837275
1.0360884	0.9509451
0.9793332	1.2254405
0.9895649	0.9583156
1.0105502	0.9827707
0.0000000	0.0000000
0.0000000	0.0886335
0.0000000	0.1866905
0.0000000	0.4155563
0.0000000	0.3573967
0.0000000	0.5280924
0.0000000	0.5628852
0.0000000	0.6519858
0.0000000	0.9012191
0.0000000	0.9377258
0.0000000	1.0263732
0.0000000	0.9427931
0.0000000	0.8312369
0.0000000	0.9898774
0.0000000	0.9955853
0.0000000	1.0500295
0.0000000	0.9477516
0.0000000	0.9863192
0.0000000	1.0986183
0.0000000	1.0172317
0.0000000	1.0457769
0.1182467	0.0000000
0.0998953	0.1031768
0.1378389	0.2616277
0.1046528	0.3109173
0.0815810	0.4161174
0.1059765	0.5239727
0.0977656	0.6177111
0.0844207	0.7785861
0.0949441	0.7024660
0.0955995	0.8614708
0.1074775	0.8781333
0.1163351	1.0150264
0.0946304	1.0800266
0.0791226	1.1268995
0.1478195	0.9841900
0.0890376	1.0805386
0.0949105	1.0631970
0.0745819	0.9466467
0.1018434	1.1282190
0.0597039	1.1633074
0.1292209	0.9845620
0.2876122	0.0000000
0.2197829	0.1822909
0.1818188	0.2397916
0.1472149	0.3369961
0.1684724	0.3996217
0.1728021	0.5520849
0.2657109	0.5640175
0.3170024	0.6761307
0.1866190	0.7389711
0.1808281	0.9712401
0.1605466	1.1053073
0.1675130	1.0325822
0.1896344	1.0272347
0.1920720	1.0122938
0.2570957	0.9408567
0.2225615	0.9128467
0.1953368	1.0369246
0.1858456	0.9162084
0.1873727	0.9658402
0.1722153	1.0109903
0.1792225	1.1073164
0.3232680	0.0000000
0.2475278	0.0696533
0.3683716	0.1605113
0.2625146	0.2995833
0.3628423	0.5222019
0.3968791	0.4613008
0.3114868	0.7459463
0.3711386	0.7510118
0.3359769	0.7465301
0.2311651	0.9390401
0.2705439	1.2295363
0.2828792	0.8185797
0.3405281	0.9613453
0.3049609	0.9847076
0.2601658	1.2708241
0.2703519	0.9329726
0.3275151	0.9976461
0.3300160	0.8876285
0.3549463	1.0954826
0.4213227	1.0292345
0.2786804	1.0133413
0.4048749	0.0000000
0.4563621	0.1238085
0.4216873	0.2492819
0.3674521	0.2848212
0.3587468	0.3635553
0.3778435	0.4866394
0.3696674	0.5924617
0.4966171	0.7279559
0.4321769	0.7945926
0.4392163	0.8077944
0.3152965	1.0535099
0.3985878	0.9523117
0.3884251	1.0114489
0.4108110	1.0620199
0.4647687	0.8799489
0.3630645	1.0136500
0.3673657	0.8737442
0.4309935	1.0508048
0.3255014	1.0935262
0.3612364	0.9538545
0.4405661	0.9990031
0.5160364	0.0000000
0.5064386	0.0874009
0.5723896	0.2629052
0.4873365	0.3248836
0.4608620	0.3896003
0.4297640	0.5422259
0.4871860	0.5804396
0.4721480	0.6377503
0.4776574	0.7820442
0.6009615	0.9018460
0.4637053	1.0257942
0.5208213	0.9358749
0.5135190	0.9459991
0.5543590	1.0509987
0.6060019	1.0914833
0.5165998	0.9582551
0.4127513	1.0925307
0.5561180	0.9633136
0.5303725	1.0019705
0.5703029	0.9759786
0.4667732	0.9753108
