G1	G2	G3	G4	G5	G6	G9
0.0000000	1.6316361	8.8344448	2.2666893	3.3370425	0.5585948	1.6245535
0.0000000	1.6712731	7.9040273	2.0512851	3.4026464	0.6438162	1.6735834
0.0000000	1.7441807	8.8833868	2.0391022	3.5005405	0.5115618	1.4567417
0.0000000	1.6416624	8.6105929	2.0604236	3.4025220	0.5682961	1.5482275
0.0000000	1.8935324	8.8702295	2.0377495	3.2925668	0.4489851	1.5339133
0.0000000	1.8335590	8.3524289	2.1764153	3.4470520	0.4901040	1.4794803
0.0000000	1.8284810	8.6160873	2.0692295	3.5314290	0.5113303	1.6409360
0.0000000	1.6521870	8.8600325	2.0607580	3.0624124	0.4789739	1.3166234
0.0000000	1.9684750	9.3952096	2.0692124	3.3872921	0.4958671	1.6797873
0.0000000	1.6976426	9.0425389	2.1290112	3.6200247	0.5181996	1.5292856
0.0000000	1.7076611	8.3922725	1.8446762	3.3839998	0.4767884	1.6955319
0.0000000	1.7061270	8.9217455	2.0941936	3.6763919	0.5120331	1.3801535
0.0000000	1.7191587	8.2258205	2.0298181	3.6609311	0.4190512	1.5040493
0.0000000	1.7352154	7.7085580	2.2602111	3.3053156	0.6533870	1.6671888
0.0000000	2.0970785	8.8445792	1.9707026	3.4952123	0.5312573	1.8645839
0.0000000	1.8825313	8.2541594	2.1695939	3.2015550	0.4771265	1.8675854
0.0000000	1.7734156	8.2924138	2.0074634	3.3214994	0.4930035	1.5882998
0.0000000	1.7926671	7.8632491	2.2069840	3.4928313	0.4854790	1.7531134
0.0000000	1.7640823	8.2903904	1.9009951	3.3542067	0.5113138	1.5470719
0.0000000	1.8402438	9.4462580	2.0039835	3.6016810	0.5808799	1.6134317
0.0000000	1.5690362	7.8300736	2.1275646	3.4766232	0.5958747	1.6022363
0.0000000	1.8530712	9.0815757	2.0323391	3.7436801	0.5087743	1.5928515
0.0000000	1.6505120	9.1872729	2.1478797	3.0520191	0.4640901	1.5578728
0.0000000	1.6683742	8.4701121	2.1147681	3.1470444	0.5168213	1.5059045
0.0000000	1.6159993	8.4700243	1.9166341	3.6001243	0.5219383	1.5157044
0.0000000	1.8743194	9.1739094	2.0011327	3.6056959	0.4130325	1.4420777
0.0000000	1.4968483	8.7358740	1.9398419	2.8370864	0.4996841	1.5766551
0.0000000	1.7295632	8.1901820	2.0683935	3.3994295	0.4893609	1.4788526
0.0000000	1.8443453	9.1942844	2.3060805	3.1737563	0.4705475	1.5912300
0.0000000	1.8736670	8.1663346	2.1282996	3.3624596	0.5232835	1.4825614
0.0000000	1.9041566	8.8348008	2.0498586	3.3699321	0.4607494	1.5952904
0.0000000	1.8855435	8.9627652	2.1379845	3.4747680	0.5433713	1.5767155
0.0000000	1.9064312	8.4909674	2.1674755	3.2405616	0.4360225	1.5408142
0.0000000	1.7362644	8.8718846	2.1898177	3.4176883	0.6266571	1.4014948
0.0000000	1.5230205	8.1181204	1.9798660	3.1362864	0.3721111	1.6791919
0.0000000	1.9249797	8.4550643	2.4156851	3.2357219	0.4484154	1.5933933
0.0000000	1.7864629	8.2008687	2.2442405	3.7883017	0.4847474	1.6657516
0.0000000	1.6629477	8.3611417	1.9161223	3.2044649	0.3997292	1.5652606
0.0000000	1.6281532	9.1079605	2.2740852	3.6209549	0.4765931	1.6294137
0.0000000	1.8066363	8.0639748	1.9779892	3.4285744	0.4938309	1.5947959
0.0000000	1.8142184	8.2499696	2.1963885	3.2986197	0.5046555	1.6221105
0.0000000	2.1269339	9.1421076	1.9877409	3.3494658	0.4199182	1.4323131
0.0000000	1.8315441	9.1827683	1.9891230	3.2005720	0.4094914	1.5387686
0.0000000	1.7127501	8.5616071	2.1603137	3.4030430	0.5362978	1.5040528
0.0000000	1.5213695	8.4557332	2.1522505	3.2142196	0.5331993	1.3566337
0.0000000	1.6487011	8.6509641	2.1418641	3.5498812	0.4650235	1.4903847
0.0000000	1.9529083	8.7790539	2.3028419	3.3014983	0.4662025	1.6473293
0.0000000	1.8003367	8.6413175	1.9905698	3.4466018	0.5042599	1.5157119
0.0000000	1.8106519	8.8012559	2.1265176	3.3057936	0.6680911	1.4641679
0.0000000	1.7014144	8.9643277	1.9668205	3.5786401	0.4550844	1.7129949
0.0000000	1.8368670	9.4247790	2.1310255	3.5413668	0.5373656	1.5050145
0.0000000	1.8917039	9.3005437	2.0798247	3.5710774	0.5049224	1.6372538
0.0000000	1.6333239	8.4417221	2.2248764	3.0887483	0.4919838	1.4452026
0.0000000	1.8625868	8.9059463	2.2949108	3.5780383	0.5116057	1.5425515
0.0000000	1.6608034	9.1832916	2.0775316	3.1935424	0.5359081	1.4834867
0.0000000	1.7912644	8.9116991	2.0672690	3.3179637	0.4871012	1.4473547
0.0000000	1.7580695	8.8242439	2.3618835	3.3286660	0.5146348	1.6054015
0.0000000	1.7016420	8.4526108	2.1616888	3.2532143	0.4385234	1.3456117
0.0000000	1.6788988	8.9318661	2.0937805	3.4719203	0.6038523	1.4213653
0.0000000	1.7184920	8.8371730	2.0747933	3.2739850	0.4314838	1.4928297
0.0000000	1.8881255	8.9905592	2.1730301	3.1437614	0.5085328	1.6434527
0.0000000	1.9661174	8.8095023	2.0535635	3.4888435	0.5265497	1.2376928
0.0000000	1.6487335	9.0840829	1.8143849	3.1770503	0.5380169	1.5589717
0.0000000	1.8175650	9.2885496	1.8929152	3.3311761	0.5380200	1.5546670
0.0000000	1.6827861	9.0712520	2.2716655	3.6113570	0.4405172	1.4506867
0.0000000	1.7678771	9.3493830	2.3374585	3.2213850	0.5386388	1.6252002
0.0000000	1.7700626	8.8676841	2.2731987	3.3988204	0.5056830	1.5299298
0.0000000	1.7747111	8.7599910	2.1519852	3.7576219	0.4099205	1.2438913
0.0000000	1.7935518	8.2940041	2.1615305	3.4007451	0.5156007	1.6307491
0.0000000	1.6750346	8.7713175	2.4771954	3.4630378	0.5406042	1.5165725
0.0000000	2.0282408	8.7554399	2.1978337	3.2296808	0.5456766	1.5223422
0.0000000	2.0766892	8.2298376	2.2335266	3.3680027	0.5536612	1.6282216
0.0000000	1.7574404	8.4660907	2.0387153	3.2323483	0.5351666	1.4729088
0.0000000	1.6672592	8.8332522	2.1623142	3.4820450	0.4947816	1.8241371
0.0000000	1.6298001	8.5013296	1.9312406	3.3669015	0.5129423	1.5521491
0.0000000	1.7303455	8.3031751	2.1164793	3.2031471	0.4544033	1.4531169
0.0000000	1.7148771	8.6241253	2.2035645	3.4106519	0.4906549	1.3842155
0.0000000	1.6051801	8.7323405	2.5036384	3.1604489	0.5038245	1.5562348
0.0000000	1.7336645	8.1499870	1.9365922	3.2968834	0.4965361	1.6413609
0.0000000	1.8566446	8.4216682	2.2779668	3.5569046	0.5915531	1.5486294
0.0000000	1.7639316	9.1006294	2.2803270	3.7128045	0.5454267	1.6139231
0.0000000	2.1084721	7.9202784	2.0903045	3.2374580	0.4456722	1.6537682
0.0000000	1.6637285	8.8093936	2.3643702	3.4175430	0.5113001	1.6143776
0.0000000	1.5240702	8.5268691	2.2555762	3.8581830	0.5528113	1.3606453
0.0000000	1.6728209	8.3313681	2.1142177	3.2460736	0.5462595	1.2753119
0.0000000	1.6627755	8.7824216	2.1134646	3.2787296	0.5791310	1.5593872
0.0000000	1.7524968	8.2563071	1.9613884	3.1649408	0.5975762	1.7274037
0.0000000	1.6019420	9.2720692	2.2968435	2.9261176	0.6099739	1.5738087
0.0000000	1.8584034	8.2999495	2.3630746	3.4766037	0.5152621	1.3585933
0.0000000	1.8079941	8.2730905	2.0423124	3.1650281	0.6312928	1.4786876
0.0000000	1.5882274	8.6179499	2.0517282	3.4129235	0.4617880	1.5326897
0.0000000	1.7692732	8.5921103	2.3191202	3.2310747	0.5599001	1.3391669
0.0000000	1.7145327	8.2391185	2.1457956	3.4818942	0.6440079	1.7459892
0.0000000	1.6204254	8.6110691	2.1405527	3.4704455	0.5212173	1.3355883
0.0000000	1.6845354	9.4893516	2.0584834	3.1136409	0.5516594	1.5065072
0.0000000	1.6301685	8.4093439	1.9625852	3.6168137	0.5799709	1.4668133
0.0000000	1.5637559	8.5710308	1.9611473	3.3487751	0.5086493	1.6226720
0.0000000	1.8680057	8.6349562	2.0103753	3.1323851	0.5967746	1.5632114
0.0000000	1.7516265	8.8745687	1.9005702	3.2364726	0.4685730	1.4666618
0.0000000	1.8733737	8.3142836	2.1064727	3.3889900	0.4391809	1.5329444
0.0000000	1.8694103	9.2887781	1.9764031	3.1538910	0.4502694	1.5331882
0.0000000	1.5330061	8.8191589	1.9919231	3.1932694	0.4735496	1.6380242
0.0000000	1.9500860	8.4547978	2.0127737	3.2907733	0.5016433	1.7042509
0.0000000	1.8936914	8.6841171	2.0453834	3.4619124	0.4723428	1.5646763
0.0000000	1.8228498	8.0106076	2.1268655	3.5135955	0.5625121	1.5868243
0.0000000	1.6958419	8.5406965	2.2359944	3.3697681	0.4892922	1.4751335
0.0000000	1.6876677	8.9147860	2.0854702	3.4640090	0.5197693	1.4412419
0.0000000	1.8250764	8.7419212	2.1878002	3.4362148	0.4502613	1.4685180
0.0000000	1.7681561	8.5791864	2.1838747	3.2905926	0.5650786	1.6321856
0.0000000	1.6632875	8.5416775	2.1785157	3.4921617	0.5171093	1.6026192
0.0000000	1.7589691	9.6826008	2.1414863	3.2250500	0.6293740	1.5246473
0.0000000	1.7838398	8.1261262	2.2026060	3.1943190	0.5916684	1.4543835
0.0000000	1.9346723	8.8762588	1.9378858	3.4429884	0.5901038	1.5888183
0.0000000	1.5059907	8.8868063	2.3039602	3.3662776	0.4900527	1.5042942
0.0000000	1.8209754	7.8603895	2.1172109	3.4129883	0.4889074	1.7254475
0.0000000	1.8010997	8.9026678	2.2723843	3.2920218	0.4321929	1.6356152
0.0000000	1.6955095	8.0137671	2.0399490	3.4455854	0.4398638	1.7691939
0.0000000	1.6561310	8.7620687	2.0265596	3.5203297	0.5238252	1.7439363
0.0000000	1.8048714	8.3411886	2.0590684	3.3707117	0.5611624	1.6815471
0.0000000	1.8220316	8.5868981	2.0482562	3.4008011	0.5068613	1.5641123
0.0000000	1.5564266	8.5419837	2.2507480	3.3272186	0.5318661	1.5800474
0.0000000	1.8026323	9.2291891	2.0246165	3.5279665	0.5512099	1.7686722
0.0000000	1.7684439	8.4573372	2.1972059	3.1375496	0.5445961	1.4500147
0.0000000	1.8125853	8.8452583	2.1311317	3.4012268	0.5422093	1.4737751
0.0000000	1.8375796	9.1337734	2.1674715	3.5677567	0.4542545	1.4207445
0.0000000	1.7687552	8.2633588	2.1756124	3.4184562	0.6569206	1.5003581
0.0000000	1.6993070	8.1370304	2.3089676	3.3153822	0.5169773	1.4558850
0.0000000	1.8707201	8.0400721	2.2311143	3.4286323	0.5681418	1.4018719
0.0000000	1.7089867	9.0760654	1.8689586	3.2785933	0.5712644	1.3970730
0.0000000	1.6614703	8.2048291	2.2393840	3.5971281	0.5386957	1.5244351
0.0000000	1.7562501	8.9815896	2.0362207	3.0740030	0.5968099	1.4823348
0.0000000	1.8394883	9.0059871	2.1097192	3.4823057	0.6308542	1.6977554
0.0000000	1.7752069	8.3039258	2.2960226	3.5987196	0.4720298	1.5660051
0.0000000	1.7339150	8.2051621	1.9653603	3.7017059	0.5525560	1.4631043
0.0000000	1.6508129	8.8334786	2.0212764	3.4913756	0.5619684	1.5610298
0.0000000	1.8023602	8.5474244	2.2597104	3.4826815	0.5743335	1.6645567
0.0000000	2.0161761	8.2065695	2.1117015	3.5134159	0.3718454	1.4634739
0.0000000	1.8290299	8.7243030	2.0192167	3.2852662	0.5643005	1.8941781
8.7125678	0.0000000	8.7287051	2.1966419	3.1945498	0.6083082	1.5500770
8.3882122	0.0000000	8.8879965	2.2058484	3.2703517	0.5070938	1.7245711
8.8214894	0.0000000	9.2819890	2.3198782	3.1065794	0.6126118	1.5865659
9.1196293	0.0000000	8.7618607	2.3331775	3.3058403	0.4255819	1.5639790
9.7294583	0.0000000	9.0594723	2.2375065	3.6050953	0.4896677	1.5311680
8.1243725	0.0000000	9.0348316	2.0889687	3.4251229	0.4683500	1.4245542
9.1222323	0.0000000	9.5297982	1.9109139	3.2762638	0.5285004	1.6992500
9.2859328	0.0000000	9.0065357	2.3875959	3.0605555	0.5319323	1.4340374
8.9346331	0.0000000	8.6211142	2.1444164	3.4790075	0.6091556	1.3509782
8.8308356	0.0000000	9.5413086	2.1615804	3.2186417	0.6360304	1.6900843
9.3997765	0.0000000	8.5528904	2.2373530	3.3048102	0.5573670	1.6926929
8.9474442	0.0000000	8.9325848	1.8230610	3.2726196	0.5087319	1.4888389
8.9640163	0.0000000	8.9271022	2.2549866	3.4383293	0.5921165	1.6638648
8.9554580	0.0000000	8.7378784	1.9941762	3.1593532	0.5881528	1.6697713
9.5390174	0.0000000	8.8455546	2.1137934	3.4786615	0.5096831	1.5991124
9.2872951	0.0000000	9.3610607	1.9644292	3.4252057	0.5175664	1.5658636
8.3747413	0.0000000	8.4523509	2.0653526	3.4593429	0.4869538	1.5129761
9.3970210	0.0000000	9.4008758	2.1138203	3.2997453	0.5185708	1.5474325
8.7155861	0.0000000	9.7952927	2.1972359	2.9427899	0.5442161	1.3739509
8.8833300	0.0000000	8.8122941	2.1595415	3.2675237	0.4137599	1.4715536
9.2907413	0.0000000	9.3742268	2.0108442	3.1045181	0.5100763	1.4624730
8.8692180	0.0000000	9.0403159	2.1447439	3.4875481	0.5094065	1.5284246
9.2947899	0.0000000	8.8785805	2.1487063	3.2311615	0.5437785	1.6581583
8.6913027	0.0000000	9.4784167	2.0682502	3.4876767	0.5083525	1.5791593
9.0390517	0.0000000	8.8016260	2.1113414	3.6414031	0.5676653	1.5147161
8.5393414	0.0000000	9.5001589	2.0444894	3.5745456	0.4478798	1.5947018
9.0911616	0.0000000	8.8555558	2.2561383	3.3239752	0.6578379	1.6116225
9.0032529	0.0000000	8.9387661	1.8331226	3.4181482	0.5575698	1.5486420
8.8643705	0.0000000	8.8209831	2.0650560	3.3174500	0.5016286	1.7120969
8.2878224	0.0000000	9.1234758	2.2548155	3.8041354	0.4646865	1.6503783
9.1379269	0.0000000	8.7305807	1.9674964	3.1108521	0.5304673	1.6552096
8.9681088	0.0000000	9.1389441	2.0934153	3.5639556	0.4373235	1.6215115
8.6761676	0.0000000	9.1941960	2.2454827	3.6019100	0.5942114	1.5836907
8.5345572	0.0000000	9.3699062	2.1880355	3.6025111	0.5422815	1.4143015
8.6971713	0.0000000	8.4554295	2.3672178	3.2365174	0.4063887	1.5519300
8.2129603	0.0000000	8.7277277	2.0261470	3.5328239	0.4955963	1.4418564
8.3995881	0.0000000	8.8077957	2.4118595	3.4039076	0.4974196	1.3499056
8.3999929	0.0000000	8.9242153	2.2295034	3.4220583	0.5864580	1.5430473
9.2115156	0.0000000	8.8461850	2.0065448	3.1435023	0.5658513	1.6475119
8.8763815	0.0000000	9.4030014	2.1191760	3.2020403	0.4396722	1.5796775
9.4672657	0.0000000	8.4215030	2.2514154	2.9039323	0.5614872	1.4596730
8.6573992	0.0000000	9.2825734	2.0736368	3.8492313	0.5906711	1.7483916
8.8153124	0.0000000	8.9720252	2.1976785	3.4075359	0.4017336	1.4488448
8.8025530	0.0000000	8.4612291	2.3230556	3.2587014	0.5010942	1.6347096
8.8759134	0.0000000	9.2054018	2.2864358	3.3454620	0.4894992	1.3714580
9.3537112	0.0000000	8.6121148	2.1530621	3.8380945	0.5159624	1.5992825
9.1180819	0.0000000	8.3749523	2.0755629	3.1679143	0.4818472	1.3640814
9.4964148	0.0000000	8.3524307	2.2279732	3.2366635	0.6492760	1.5143456
8.8403882	0.0000000	8.7535920	2.1497833	3.7826024	0.5532171	1.7028030
8.1161081	0.0000000	9.1209444	2.0651171	3.2533939	0.6292650	1.6091789
8.8371042	0.0000000	9.5395457	2.2652335	3.3845940	0.5808187	1.7260304
8.6471730	0.0000000	8.3467050	2.0831948	3.4839400	0.6007345	1.5327940
8.8654512	0.0000000	8.6816141	1.9900539	3.3812043	0.5773685	1.4796525
8.7202424	0.0000000	9.1168636	2.2977738	3.5393316	0.4901204	1.5330505
9.3192667	0.0000000	8.6154480	1.9590375	3.3191764	0.5191813	1.5226048
8.5212710	0.0000000	8.3311782	2.0328310	3.1664259	0.5313733	1.4719652
8.5344893	0.0000000	8.9464927	2.0855095	3.5369652	0.5279646	1.3894674
9.7169552	0.0000000	8.5635364	2.1795073	3.0852582	0.5963626	1.5738176
9.0868974	0.0000000	8.7558388	2.0402842	3.2679666	0.6469857	1.8737167
8.9077875	0.0000000	9.3694489	1.9016947	3.2897218	0.4101913	1.6447360
8.9688537	0.0000000	8.8861450	2.0906092	3.0437749	0.5527678	1.6975408
8.6928301	0.0000000	9.3406778	2.2559345	3.3785668	0.5161440	1.5272767
8.2749497	0.0000000	8.1712688	2.1266009	3.2889988	0.5162288	1.5941662
8.9640666	0.0000000	9.2816532	2.1010586	3.3090148	0.5912951	1.4460866
8.8209396	0.0000000	8.9273549	2.2444367	3.3339461	0.6335310	1.7987697
8.2167883	0.0000000	9.0935551	2.2141739	3.1469336	0.4921852	1.3807489
8.9059073	0.0000000	9.3736881	1.9993195	3.6340323	0.4374740	1.6106347
9.1217477	0.0000000	9.6227349	2.2503098	3.3925497	0.3994449	1.6547689
8.9389185	0.0000000	8.8063488	2.1010491	3.6232405	0.4904317	1.4287121
9.4753064	0.0000000	8.7724466	2.0170527	3.5081871	0.5495679	1.5367381
9.2618197	0.0000000	8.5778279	2.0307381	3.3773462	0.4932028	1.8076547
9.0479182	0.0000000	8.7597844	1.9835427	3.4247290	0.6376529	1.4223724
8.9145736	0.0000000	9.4791898	2.1692027	3.3192590	0.5451409	1.3639764
9.2302039	0.0000000	8.2197096	2.0428629	3.1958242	0.3613948	1.6047916
8.3618980	0.0000000	9.3206737	1.8690862	3.2981631	0.5530892	1.7293937
9.3891875	0.0000000	8.6380789	2.4660672	3.3431164	0.5519612	1.4545176
8.3420089	0.0000000	9.2162961	2.0300371	3.1543551	0.5216558	1.7217701
8.7534678	0.0000000	9.0797220	2.2495618	3.3182878	0.4034739	1.4711624
8.9978600	0.0000000	9.2768228	2.2397854	3.3282161	0.5029639	1.5501642
8.9079096	0.0000000	8.2800303	2.0503702	3.2080101	0.4626000	1.6146653
8.8576915	0.0000000	8.8469327	2.0336167	2.9456023	0.4416841	1.5972758
8.8231296	0.0000000	8.8295421	2.0536887	3.3198342	0.4901322	1.4635894
8.5193574	0.0000000	8.8762990	2.3641594	3.7521442	0.5501811	1.3376517
9.0406449	0.0000000	9.0147283	2.2052247	3.4366689	0.4965986	1.4196370
8.8574073	0.0000000	9.1904208	2.1131287	3.4426285	0.4436616	1.5200590
9.3354510	0.0000000	9.0749442	2.1208581	3.3406868	0.5357421	1.7617849
8.4795860	0.0000000	8.7699887	2.3090261	3.3949834	0.4989019	1.4764236
9.3520717	0.0000000	8.5588276	1.8351969	3.5686333	0.6294323	1.4899892
8.3527318	0.0000000	9.4272945	1.9309139	3.3480251	0.5621959	1.5642348
8.6781753	0.0000000	9.0268647	2.0990920	3.3100734	0.5303174	1.4404992
9.3264295	0.0000000	8.6681961	2.1352616	3.6017457	0.4275585	1.5479335
8.8626520	0.0000000	9.0313518	1.9880538	3.5028790	0.4349478	1.5312604
9.2775065	0.0000000	8.4088080	2.2604987	3.0917666	0.4626679	1.5261460
8.8704887	0.0000000	8.5071155	2.4319502	3.3953911	0.4914762	1.5438746
8.6037937	0.0000000	9.0904294	2.1932726	3.5679061	0.5015024	1.3452254
9.3519136	0.0000000	8.3274390	1.9450372	3.1383512	0.4770955	1.4020955
7.9608452	0.0000000	9.0790331	2.2545806	3.3141761	0.5247802	1.6134985
8.7636639	0.0000000	9.5360362	2.0582157	2.9089168	0.4351406	1.4441729
9.0247820	0.0000000	9.5290431	2.2285762	3.3125442	0.6084056	1.4322672
9.1708031	0.0000000	8.6497834	1.9843578	3.2354700	0.5145551	1.5734843
9.8389247	0.0000000	8.9320383	2.0720643	3.4864409	0.5090518	1.5860650
9.0278227	0.0000000	9.0913040	2.2581111	3.4842701	0.4850756	1.6298635
9.2026756	0.0000000	8.8058862	2.1189541	3.1977712	0.4007747	1.4979172
8.8409157	0.0000000	9.1091591	2.0923433	3.0758740	0.5819948	1.5943950
8.7519363	0.0000000	9.2387751	1.8878321	3.2744705	0.5107433	1.4122445
8.8983286	0.0000000	8.7703126	1.9239337	3.2956262	0.5826657	1.6650563
8.6369810	0.0000000	8.8136655	2.1759871	3.5923768	0.4535599	1.4888281
9.1406594	0.0000000	8.7870419	2.2571872	3.5488871	0.5209014	1.5908386
8.6671368	0.0000000	9.4935944	2.0660094	3.6388859	0.4929166	1.4478177
8.5393475	0.0000000	8.6057140	2.1112639	3.5823936	0.4734998	1.6862262
8.7367117	0.0000000	8.8623732	2.2099446	3.5658532	0.5363601	1.4922413
8.7069194	0.0000000	9.0144590	2.3088665	3.1634871	0.6908758	1.5124871
8.7693820	0.0000000	8.8433109	2.0472515	3.5960552	0.5587878	1.3835359
8.7176533	0.0000000	9.1332514	2.2884526	3.4961264	0.4653399	1.3978009
9.1982068	0.0000000	9.0550265	2.0998372	3.0516826	0.4939937	1.5941980
8.5333998	0.0000000	9.2634147	1.9579339	3.0722949	0.4591992	1.6194078
9.0405887	0.0000000	8.6615449	2.0761522	3.3190477	0.4714445	1.5832602
8.8362839	0.0000000	8.9401960	2.0010115	3.4742345	0.4650068	1.4614198
9.6663890	0.0000000	9.5963175	2.2545223	3.3824326	0.6568140	1.8474364
8.9076459	0.0000000	8.6619866	2.3139898	3.4384437	0.4679592	1.7930980
9.3821632	0.0000000	8.3553287	2.1716072	3.3661657	0.4623952	1.6059547
8.6041055	0.0000000	8.9308975	2.0798130	2.9914259	0.5342488	1.5914718
8.6965493	0.0000000	9.1494504	2.1167968	3.0757189	0.5986048	1.6481784
8.5951305	0.0000000	8.4068834	1.8725828	3.0277794	0.4746260	1.4703075
8.4155226	0.0000000	8.7042411	1.9632890	2.8644265	0.6277958	1.7869620
8.9408700	0.0000000	8.9710859	2.0915105	3.1824401	0.4202207	1.5909183
9.3953033	0.0000000	8.3895995	1.9339343	3.2511482	0.6193124	1.4533190
8.9960053	0.0000000	8.5450450	2.1385219	3.4300580	0.5052726	1.7376855
8.6355170	0.0000000	8.7419553	2.3362573	3.1482034	0.4987513	1.5347440
9.0397221	0.0000000	9.6117343	1.9906287	3.6526310	0.4337018	1.6319079
8.7874464	0.0000000	9.0181010	2.1920455	3.2446771	0.5429748	1.5540835
8.9608239	0.0000000	8.6561679	1.8754139	3.1654406	0.5482372	1.5845936
8.0435929	0.0000000	7.9909608	2.0698971	3.1596429	0.5420065	1.5742166
8.8579115	0.0000000	9.0764427	2.1872280	3.2603066	0.6410133	1.5506776
9.0474359	0.0000000	8.6382501	2.1787696	3.5947557	0.5695894	1.8366689
8.8104959	0.0000000	8.2392332	2.0057174	3.2776962	0.4825670	1.5887027
9.3713756	0.0000000	8.8992738	2.1856769	3.7983455	0.5554948	1.5608575
8.9442107	0.0000000	8.7796981	2.2316100	2.8734085	0.4801483	1.4719547
8.4996647	0.0000000	8.5441369	1.9880418	3.6864834	0.4531225	1.5233505
9.0448156	0.0000000	8.3869395	2.2680827	3.2664329	0.4501444	1.3594957
8.9032551	0.0000000	9.6875330	2.2855263	3.2157895	0.4148950	1.4439997
8.8498218	0.0000000	8.7143787	2.4601312	3.4296243	0.7037408	1.4955206
8.7789190	0.0000000	8.8995570	2.0198877	3.2280059	0.4360532	1.5097108
8.6382586	0.0000000	8.6358156	2.2370843	3.3138321	0.4478095	1.6001541
8.2541964	0.0000000	8.6831445	2.1272582	3.5755111	0.5101800	1.5052240
8.5082678	0.0000000	8.3234361	2.2668248	3.4747115	0.4734999	1.5649129
8.2217718	0.0000000	8.7832981	2.2058003	3.3371976	0.5018128	1.4128051
9.1275921	0.0000000	9.0850916	2.2079469	3.2859473	0.5434513	1.6350818
8.5556990	0.0000000	9.4910929	2.1564175	3.7212838	0.5895954	1.5266481
8.8209178	0.0000000	8.0765306	2.1938465	3.3503281	0.5649772	1.4212991
9.1750058	0.0000000	9.0257923	2.4987727	3.4271249	0.5480483	1.7866513
9.0755270	0.0000000	8.7936427	2.2217967	3.3634808	0.4705877	1.5190667
9.2138125	0.0000000	8.7934872	2.2668880	3.1982047	0.4817958	1.6855879
8.8852996	0.0000000	8.5674583	2.0786565	3.5761922	0.4860848	1.4202736
8.4663602	0.0000000	8.5173639	2.2142919	3.4785972	0.6038594	1.6224716
8.7367992	0.0000000	8.7975323	2.0505717	3.2747823	0.5671522	1.5256546
8.9811529	0.0000000	8.5528473	2.3368507	3.6053176	0.4747719	1.4854223
9.0672759	0.0000000	8.7092756	2.0302660	3.2477841	0.5719783	1.5507873
8.3543297	0.0000000	8.6715054	2.3993149	3.2785939	0.4568876	1.7372864
8.2428573	0.0000000	8.6643725	2.1106843	3.3009176	0.6263498	1.3760378
8.2981895	0.0000000	9.2026093	2.2501865	3.5192120	0.4528663	1.6143501
9.0169261	0.0000000	8.5821318	2.1412257	3.5513818	0.4490644	1.6790986
7.9237911	0.0000000	8.1393705	2.3136554	3.1065898	0.5986104	1.5129314
9.4534951	0.0000000	8.4965016	1.7913446	3.2332115	0.4877974	1.5595236
8.5596267	0.0000000	9.2449294	2.2237081	3.3512316	0.5572676	1.7686553
9.6976230	0.0000000	8.6162121	2.1371233	3.1056167	0.4989597	1.4960505
8.7298083	0.0000000	8.4274790	1.9520249	3.1729542	0.4820097	1.6464170
9.0063681	0.0000000	9.5847572	2.2520683	3.2906383	0.6676123	1.3995445
8.8432519	0.0000000	9.0213980	2.3698665	3.5598317	0.4663643	1.4978766
8.9333591	0.0000000	9.0322612	1.9639905	3.1358975	0.5102051	1.7319245
8.7111221	0.0000000	8.6599330	2.1475099	3.2576916	0.5131417	1.4072726
9.4455205	0.0000000	8.7262877	2.1545458	3.2460581	0.5632727	1.5848861
8.8309258	0.0000000	8.6469583	2.0798723	3.6656928	0.6386863	1.4158832
8.5674894	0.0000000	8.2945606	2.0041049	3.4721459	0.4872311	1.7072225
8.5408028	0.0000000	9.0482495	2.1066173	3.4196259	0.5651649	1.3488175
9.0656669	0.0000000	8.5502442	2.1579521	3.4198578	0.5531504	1.5719092
8.9267555	0.0000000	7.5868678	2.1754452	3.4285836	0.4795100	1.4609511
9.3093340	0.0000000	8.3302955	2.2193693	3.1175513	0.4784169	1.4561798
8.3497575	0.0000000	9.4782308	1.9996283	3.3764495	0.4799287	1.5352646
8.0342597	0.0000000	8.4919593	2.0726918	3.3894899	0.5567334	1.4104423
8.3325269	0.0000000	8.4862577	2.0079541	3.5033666	0.4739104	1.4506695
8.9358562	0.0000000	9.0524618	2.1691512	3.5701434	0.4389574	1.6300468
8.7532870	0.0000000	9.3324023	2.0381128	3.3427658	0.5039458	1.6750049
8.8044530	0.0000000	9.5723717	2.1988326	3.4683683	0.4941923	1.4900234
8.5181222	0.0000000	8.8965507	2.1581434	3.3353249	0.5154877	1.7140375
8.9271258	0.0000000	8.7973256	2.3062524	3.1711768	0.5105420	1.6351645
8.9815834	0.0000000	8.2960416	2.1891772	3.3456155	0.5346062	1.4793538
8.5460462	0.0000000	9.2900626	2.1826034	3.4421461	0.5001084	1.5835837
8.1112475	0.0000000	9.1732555	2.1290048	3.4212674	0.4574825	1.5405053
8.8456441	0.0000000	8.1497327	2.0594284	3.4057452	0.4386017	1.4918296
8.9067195	0.0000000	8.6219250	1.9918268	2.9155539	0.5243496	1.5058718
8.5313755	0.0000000	8.7010100	2.0734370	3.1406149	0.4822353	1.4952247
8.8656789	0.0000000	7.9574239	2.1227186	3.4918883	0.5641512	1.5966201
9.0491619	0.0000000	8.5240364	2.1547736	3.4558704	0.5746292	1.5097832
